blind_id,candidate_id,original_layer,first_reviewer_decision,second_reviewer_report_access,second_reviewer_decision,second_reviewer_reason,second_reviewer_basis,agreement,final_decision,adjudication_basis,adjudicator,adjudication_date
R065,E97,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,MOVE-SUPPORT,"Foundational standard, general algorithm, terminology source, or review-reporting guidance is useful as supporting context rather than empirical stockpile/transfer validation evidence.",Citation/title or preview supplied in the blind screening form; supporting standard/foundational/general-method role.,DISAGREE,SUPPORT-BACKGROUND,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R066,E449,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R067,E401,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R068,E53,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R069,E158,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R070,E366,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R071,E24,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R072,E340,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R073,E61,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,DISAGREE,TRANSFER-METHOD,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R074,E250,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R075,E114,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R076,E195,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R077,E176,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R078,E221,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,AGREE,SUPPORT-BACKGROUND,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R079,E168,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R080,E262,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R081,E48,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R082,E136,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,DISAGREE,TRANSFER-METHOD,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R083,E120,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R084,E137,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Relevant sensing or robotics context, but it does not provide a necessary validated contribution to the stockpile three-dimensional measurement chain.",Formal title/abstract or substantive preview supplied in the blind screening form; platform/context contribution without a necessary metrology endpoint.,AGREE,SUPPORT-BACKGROUND,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R085,E258,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R086,E431,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R087,E96,SUPPORT,SUPPORT-BACKGROUND,ABSTRACT/PREVIEW,MOVE-SUPPORT,"Foundational standard, general algorithm, terminology source, or review-reporting guidance is useful as supporting context rather than empirical stockpile/transfer validation evidence.",Citation/title or preview supplied in the blind screening form; supporting standard/foundational/general-method role.,DISAGREE,SUPPORT-BACKGROUND,"Consensus reached after review against the prespecified eligibility and evidence-role rules; the existing first-reviewer classification was retained, so the current manuscript synthesis is unchanged.",Reviewer 1 and Reviewer 2 consensus,2026-09-01
R088,E475,CORE,DIRECT-EMPIRICAL,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Directly evaluates a stockpile or bulk-material geometry, volume, mass, inventory, or a directly targeted measurement-chain component in the intended domain.",Formal title/abstract or substantive preview supplied in the blind screening form; direct stockpile/bulk-material measurement endpoint.,AGREE,DIRECT-EMPIRICAL,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R089,E23,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R090,E173,EXCLUDE,EXCLUDE-OTHER,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Outside stockpile or bulk-material measurement and does not provide necessary transferable evidence for the specified three-dimensional measurement chain.,Title/abstract or substantive preview supplied in the blind screening form; endpoint is outside the prespecified eligibility chain.,AGREE,EXCLUDE-OTHER,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R091,E220,TRANSFER,TRANSFER-METHOD,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Transferable method directly addresses a prespecified measurement-chain stage such as acquisition, registration, reference-surface modelling, segmentation, uncertainty, or three-dimensional change detection.",Formal title/abstract or substantive preview supplied in the blind screening form; validated method maps to a prespecified measurement-chain stage.,AGREE,TRANSFER-METHOD,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
R092,E125,CORE,DATA-RESOURCE,DATA,DATA-RESOURCE,Reusable dataset or data report supports a prespecified stockpile or three-dimensional measurement-chain task.,Dataset/data-report description supplied in the blind screening form.,AGREE,DATA-RESOURCE,Not required; independent decisions agree.,NOT-REQUIRED,NOT-REQUIRED
