blind_id,candidate_id,original_layer,citation,first_reviewer_source_label,first_reviewer_report_access,first_reviewer_decision,first_reviewer_reason
R066,E449,EXCLUDE,Muhammad Farhan Zolkepli; Mohd Fakhrurrazi Ishak; Mohd Sharulnizam Wahap. The Application of Unmanned Aerial Vehicles (UAV) for Slope Mapping with the Determination of Potential Slope Hazards. Advanced structured materials. 2022. https://doi.org/10.1007/978-3-030-89988-2_5,Muhammad Farhan Zolkepli; Mohd Fakhrurrazi Ishak; Mohd Sharulnizam Wahap,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R067,E401,CORE,Chang Su; Liu Wang; Zhuang Wu; Hua Xu. Research on Weighing of Concrete Aggregate Pile Based on Binocular Vision. Informatica. 2022. https://doi.org/10.31449/inf.v46i7.4115,Chang Su; Liu Wang; Zhuang Wu; Hua Xu,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R068,E53,TRANSFER,"VIZZO I, GUADAGNINO T, MERSCH B, et al. KISS-ICP: In Defense of Point-to-Point ICP – Simple, Accurate, and Robust Registration If Done the Right Way[J]. IEEE RA-L, 2023, 8(2): 1029-1036. DOI: 10.1109/LRA.2023.3236571.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R069,E158,EXCLUDE,Takehiro Hoshino; Shouhei Kidera; Tetsuo Kirimoto. Accurate Surface Change Detection Method Using Phase of Coherence Function on SAR Imagery. IEICE Transactions on Communications. 2012. https://doi.org/10.1587/transcom.e95.b.263,Takehiro Hoshino; Shouhei Kidera; Tetsuo Kirimoto,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R070,E366,EXCLUDE,"Jamie Kreiner. Our Pigs, Ourselves. Historical Studies in the Natural Sciences. 2021. https://doi.org/10.1525/hsns.2021.51.4.553",Jamie Kreiner,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R071,E24,TRANSFER,"WINIWARTER L, ANDERS K, HÖFLE B. M3C2-EP: Pushing the limits of 3D topographic point cloud change detection by error propagation[J]. ISPRS J Photogramm Remote Sens, 2021, 178: 240-258. DOI: 10.1016/j.isprsjprs.2021.06.011.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R072,E340,EXCLUDE,Διονύσιος Ταραλίδης. Mechatronic Cartesian X-Y-Z Robot Gantry Sampler. Anaktisis - Institutional Repository of TEI of Western Macedonia. 2013.,Διονύσιος Ταραλίδης,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R073,E61,TRANSFER,"RAMEZANI M, BRANDAO M, CASSEAU B, et al. Legged Robots for Autonomous Inspection and Monitoring of Offshore Assets[C]//Offshore Technology Conference, 2020. OTC-30694-MS. DOI: 10.4043/30694-MS.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R074,E250,TRANSFER,Jordan Mitchell; J. Marshall. Design of a Novel Auto-Rotating UAV Platform for Underground Mine Cavity Surveying. [Venue unavailable]. 2017.,Jordan Mitchell; J,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Adjacent acquisition, calibration, localization or change evidence relevant to the target measurement chain."
R075,E114,CORE,"SUN A, YU H, SHENG C, et al. Automated volume quantification of deck-loaded riprap from portable LiDAR SLAM point clouds[J]. *Water*, 2026, 18(12): 1435. DOI: 10.3390/w18121435.",Sun 2026,FT,DIRECT-EMPIRICAL,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R076,E195,CORE,Lyudmila Kovalenko. APPLICATION OF MODERN GEODETIC INSTRUMENTS FOR VOLUMETRIC MEASUREMENTS ON CONSTRUCTION SITES. Bulletin of Kharkov National Automobile and Highway University. 2026. https://doi.org/10.30977/bul.2219-5548.2026.112.0.206,Lyudmila Kovalenko,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R077,E176,TRANSFER,Yufu Zang; Bisheng Yang; Jianping Li; Haiyan Guan. An Accurate TLS and UAV Image Point Clouds Registration Method for Deformation Detection of Chaotic Hillside Areas. Remote Sensing. 2019. https://doi.org/10.3390/rs11060647,Yufu Zang; Bisheng Yang; Jianping Li; Haiyan Guan,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R078,E221,SUPPORT,Anila Johnson; Hyung Seok Kim; J. Divya Udayan. Capturing change in 3D: Techniques and applications of LiDAR point cloud analysis for environmental change detection. Results in Engineering. 2026. https://doi.org/10.1016/j.rineng.2026.112384,Anila Johnson; Hyung Seok Kim; J,ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Review, data or implementation resource retained outside empirical validation denominators."
R079,E168,EXCLUDE,Can Pu; Chuanyu Yang; Jinnian Pu; R. Fisher. A general mobile manipulator automation framework for flexible tasks in controlled environments. Advanced Engineering Informatics. 2023. https://doi.org/10.1016/j.aei.2023.102062,Can Pu; Chuanyu Yang; Jinnian Pu; R,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R080,E262,EXCLUDE,Wen-Shao Chang. Editorial. Proceedings of the Institution of Civil Engineers - Engineering History and Heritage. 2026. https://doi.org/10.1680/jenhh.2026.179.2.39,Wen-Shao Chang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R081,E48,TRANSFER,"DEWEZ T J B, YART S, THUON Y, et al. Towards cavity-collapse hazard maps with Zeb-Revo handheld laser scanner point clouds[J]. The Photogrammetric Record, 2017, 32(160): 354-376. DOI: 10.1111/phor.12223.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R082,E136,TRANSFER,"GAO Y, AWUAH-OFFEI K. Efficient autonomous navigation of a quadruped robot in underground mines on edge hardware[Preprint]. arXiv:2603.04470, 2026.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R083,E120,TRANSFER,"SARLIN M, JULIN A, KURKELA M, HYYPPÄ J, VAAJA M T, HYYPPÄ H. Method for estimating dimensions and visualising changes in multi-epoch point clouds[J]. *European Journal of Remote Sensing*, 2026, 59(1): 2621431. DOI: 10.1080/22797254.2026.2621431.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R084,E137,SUPPORT,"HUANG H. Field imaging framework for morphological characterization of aggregates with computer vision: Algorithms and applications[D]. University of Illinois Urbana-Champaign, 2021. arXiv:2603.03654 (posted 2026).",HUANG H,FT,SUPPORT-BACKGROUND,"Doctoral evidence on particle-level reconstruction, instance segmentation and learned completion inside aggregate heaps; relevant to missing-surface model risk, but it has no whole-pile footprint, lower reference surface, inventory-volume or repeated-change endpoint."
R085,E258,EXCLUDE,ESA. Dispatches. Frontiers in Ecology and the Environment. 2014. https://doi.org/10.1890/1540-9295-12.10.540,ESA,ABSTRACT/PREVIEW,EXCLUDE-OTHER,No stockpile-volume endpoint and no indispensable mobile/robotic measurement-chain contribution.
R086,E431,CORE,Artеm Rada; Anatoly Akulov; Ivan Nepomnishchev; Nikolay Konkov. Speed and accuracy increase of modeling 3D objects in the mining industry based on modification of software algorithms. Sustainable Development of Mountain Territories. 2025. https://doi.org/10.21177/1998-4502-2025-17-1-103-114,Artеm Rada; Anatoly Akulov; Ivan Nepomnishchev; Nikolay Konkov,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R087,E96,SUPPORT,"RETHLEFSEN M L, KIRTLEY S, WAFFENSCHMIDT S, et al. PRISMA-S: an extension to the PRISMA statement for reporting literature searches in systematic reviews[J]. *Systematic Reviews*, 2021, 10: 39. DOI: 10.1186/s13643-020-01542-z.","RETHLEFSEN M L, KIRTLEY S, WAFFENSCHMIDT S, et al",ABSTRACT/PREVIEW,SUPPORT-BACKGROUND,"Foundational method, standard, metrology guide, or review-reporting source; retained outside the validation-study count."
R088,E475,CORE,M. O. COELHO; G. D. MARTINS; R. Gallis. Volume Quantification of Ore Pile from the Integration and Comparison Topography /Photogrammetry. Anuário do Instituto de Geociências. 2019. https://doi.org/10.11137/2019_1_301_307,M,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R089,E23,TRANSFER,"LAGUE D, BRODU N, LEROUX J. Accurate 3D comparison of complex topography with terrestrial laser scanner: Application to the Rangitikei canyon (N-Z)[J]. ISPRS J Photogramm Remote Sens, 2013, 82: 10-26. DOI: 10.1016/j.isprsjprs.2013.04.009.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R090,E173,EXCLUDE,Y. Rezaei; Mohammad Javad Valadan Zouje; M. Sahebi. A method for normalization and co-registration of multi temporal imagery for change detection. Journal of Geospatial Information Technology. 2018. https://doi.org/10.29252/jgit.6.1.155,Y,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R091,E220,TRANSFER,Adam R. Mosbrucker; Jon J. Major; Kurt R. Spicer; John Pitlick. Camera system considerations for geomorphic applications of SfM photogrammetry. Earth Surface Processes and Landforms. 2016. https://doi.org/10.1002/esp.4066,Adam R,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R092,E125,CORE,"GAGO R. Aerial robotic system for inventory of stockpile warehouses[DB]. *IEEE DataPort*, 2020. DOI: 10.21227/zyxc-wq04.",Gago dataset 2020,DATA,DATA-RESOURCE,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R093,E445,EXCLUDE,Jian Li; Huantao Li; Guohe Han; Hao Wu; Hao Cui; Wanfa Gu; Jin Zhu; Bingchuan Jiang. SVC-DAD: An novel local shape descriptor for cross-source point cloud registration. Measurement. 2025. https://doi.org/10.1016/j.measurement.2025.117981,Jian Li; Huantao Li; Guohe Han; Hao Wu; Hao Cui; Wanfa Gu; Jin Zhu; Bingchuan Jiang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R094,E165,CORE,Sheng Liu; Jingxiang Yu; Zhenghao Ke; Fengji Dai; Yibin Chen. Aerial–ground collaborative 3D reconstruction for fast pile volume estimation with unexplored surroundings. International Journal of Advanced Robotic Systems. 2020. https://doi.org/10.1177/1729881420919948,Sheng Liu; Jingxiang Yu; Zhenghao Ke; Fengji Dai; Yibin Chen,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R095,E311,TRANSFER,Yuan-Fang Li; Ling Chen; Mengfan Chen; Xuesheng Qian. Integrating spatial cognition and SLAM for improved performance of autonomous material handling robots in dynamic stockyard environments. Industrial Robot the international journal of robotics research and application. 2025. https://doi.org/10.1108/ir-05-2024-0232,Yuan-Fang Li; Ling Chen; Mengfan Chen; Xuesheng Qian,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Adjacent acquisition, calibration, localization or change evidence relevant to the target measurement chain."
R096,E63,TRANSFER,"HALDER S, AFSARI K, SERDAKOWSKI J, et al. Accuracy Estimation for Autonomous Navigation of a Quadruped Robot in Construction Progress Monitoring[C]//Computing in Civil Engineering 2021. Reston: ASCE, 2022: 1092-1100. DOI: 10.1061/9780784483893.134.",Source material supplied in the blinded screening form.,NOT-RETRIEVED,NOT-RETRIEVED,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R097,E71,CORE,"CHATHURANGA M, et al. Trends, advancements, and future directions of unmanned aerial vehicle technology-based stockpile volume estimation: a systematic review[J]. *International Journal of Geoinformatics*, 2025, 21(11): 94–120. DOI: 10.52939/ijg.v21i11.4605.",Chathuranga review 2025,FT,SPECIALIST-REVIEW,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R098,E44,TRANSFER,"KAARTINEN H, HYYPPI J, KUKKO A, et al. Benchmarking the Performance of Mobile Laser Scanning Systems Using a Permanent Test Field[J]. Sensors, 2012, 12(9): 12814-12835. DOI: 10.3390/s120912814.",Source material supplied in the blinded screening form.,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R099,E318,TRANSFER,Jan Luca Fahrendholz; Thomas F. Adams; Peter R. Wildemann; Lukas Kirner; Marit Zöcklein; Sigrid Brell‐Çokcan; Construction Robotics GmbH; RWTH Aachen University. IoC3D: A Multi-Scenario 3D Point Cloud Dataset for Semantic Target Extraction and Construction Progress Monitoring via Scan-to-BIM Verification. Zenodo (CERN European Organization for Nuclear Research). 2026. https://doi.org/10.5281/zenodo.20386114,Jan Luca Fahrendholz; Thomas F,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R100,E172,EXCLUDE,Wuyong Tao; Tieding Lu; Xijiang Chen; Zhiping Chen; Wei Li; Meng Pang. A Local Shape Descriptor Designed for Registration of Terrestrial Point Clouds. IEEE Transactions on Geoscience and Remote Sensing. 2024. https://doi.org/10.1109/tgrs.2024.3394037,Wuyong Tao; Tieding Lu; Xijiang Chen; Zhiping Chen; Wei Li; Meng Pang,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R101,E227,CORE,소수일; 윤동길. Coal stockpile volume monitoring system based on fusion technology and method thereof. [Venue unavailable]. 2011.,소수일; 윤동길,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R102,E390,EXCLUDE,ALBERTO NERI. Registration Methods for Surgical Augmented Reality. CINECA IRIS Institutial Research Information System (University of Genoa). 2026. https://doi.org/10.15167/neri-alberto_phd2026-02-23,ALBERTO NERI,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R103,E222,EXCLUDE,Hanzhe Teng; Dimitrios Chatziparaschis; Xinyue Kan; Amit K. Roy–Chowdhury; Konstantinos Karydis. Centroid Distance Keypoint Detector for Colored Point Clouds. 2023 IEEE/CVF Winter Conference on Applications of Computer Vision (WACV). 2023. https://doi.org/10.1109/wacv56688.2023.00125,Hanzhe Teng; Dimitrios Chatziparaschis; Xinyue Kan; Amit K,ABSTRACT/PREVIEW,EXCLUDE-OTHER,Generic registration/change or unrelated application without an indispensable inference for stockpile metrology.
R104,E50,TRANSFER,"KIM G, KIM A. Scan Context: Egocentric Spatial Descriptor for Place Recognition Within 3D Point Cloud Map[C]//2018 IEEE/RSJ IROS. 2018: 4802-4809. DOI: 10.1109/IROS.2018.8593953.",SLAM: Scan Context,FT,TRANSFER-METHOD,"Classification was based on the title, abstract, or report material supplied to the blinded reviewer."
R105,E271,CORE,Nico Luus; F. V. D. Merwe. Error propagation of stockpile volumetric calculations. [Venue unavailable]. 2015.,Nico Luus; F,ABSTRACT/PREVIEW,DIRECT-EMPIRICAL,"Direct stockpile, bulk-pile, inventory-volume or repeated material-change measurement endpoint."
R106,E381,TRANSFER,Tomas Petricek; Tomáš Svoboda. Point cloud registration from local feature correspondences—Evaluation on challenging datasets. PLoS ONE. 2017. https://doi.org/10.1371/journal.pone.0187943,Tomas Petricek; Tomáš Svoboda,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
R107,E379,TRANSFER,"Zihan Lin; Jincheng Yu; Lipu Zhou; Xudong Zhang; Jian Wang; Yu Wang. Point Cloud Change Detection With Stereo V-SLAM: Dataset, Metrics and Baseline. IEEE Robotics and Automation Letters. 2022. https://doi.org/10.1109/lra.2022.3219018",Zihan Lin; Jincheng Yu; Lipu Zhou; Xudong Zhang; Jian Wang; Yu Wang,ABSTRACT/PREVIEW,TRANSFER-METHOD,"Empirical adjacent-domain evidence for registration, repeated mapping, change detection, calibration or uncertainty."
